time recorded,rocker horizontal,rocker vertical,toggle horizontal,toggle vertical,blu button time depressed,flap,potentiometer lever,potentional knob
1536069101,0,0,0,0,0,0,39,32,
1536069101,0,0,0,0,0,0,39,32,
1536069101,0,0,0,0,0,0,39,33,
1536069106,0,0,0,0,0,0,39,25,
1536069106,0,0,0,0,0,0,39,25,
1536069111,0,0,0,0,0,0,39,32,
1536069111,0,0,0,0,0,0,39,32,
1536069117,0,0,0,0,0,0,39,34,
1536069122,0,0,0,0,0,0,39,32,
1536069122,0,0,0,0,0,0,39,32,
1536069122,0,0,0,0,0,0,39,34,
1536069122,0,0,0,0,0,0,39,34,
1536069133,0,0,0,0,0,0,39,34,
1536069139,0,0,0,0,0,0,39,25,
1536069139,0,0,0,0,0,0,39,25,
1536069144,0,0,0,0,0,0,39,32,
1536069144,0,0,0,0,0,0,39,32,
1536069150,0,0,0,0,0,0,39,33,
1536069155,0,0,0,0,0,0,39,32,
1536069155,0,0,0,0,0,0,39,32,
1536069155,0,0,0,0,0,0,39,34,
1536069155,0,0,0,0,0,0,39,34,
1536069161,0,0,0,0,0,0,39,33,
1536069166,0,0,0,0,0,0,39,33,
1536069166,0,0,0,0,0,0,39,33,
1536069172,0,0,0,0,0,0,39,32,
1536069172,0,0,0,0,0,0,39,32,
1536069177,0,0,0,0,0,0,39,32,
1536069183,0,0,0,0,0,0,39,32,
1536069183,0,0,0,0,0,0,39,32,
1536069188,0,0,0,0,0,0,39,33,
1536069188,0,0,0,0,0,0,39,33,
1536069193,0,0,0,0,0,0,39,25,
1536069199,0,0,0,0,0,0,39,34,
1536069199,0,0,0,0,0,0,39,34,
1536069204,0,0,0,0,0,0,39,32,
1536069204,0,0,0,0,0,0,39,32,
1536069210,0,0,0,0,0,0,39,34,
1536069215,0,0,0,0,0,0,39,34,
1536069215,0,0,0,0,0,0,39,34,
1536069215,0,0,0,0,0,0,39,32,
1536069215,0,0,0,0,0,0,39,32,
1536069221,0,0,0,0,0,0,39,25,
1536069226,0,0,0,0,0,0,39,32,
1536069226,0,0,0,0,0,0,39,32,
1536069232,0,0,0,0,0,0,39,33,
1536069232,0,0,0,0,0,0,39,33,
1536069237,0,0,0,0,0,0,39,34,
1536069243,0,0,0,0,0,0,39,34,
1536069243,0,0,0,0,0,0,39,34,
1536069248,0,0,0,0,0,0,39,32,
1536069248,0,0,0,0,0,0,39,32,
1536069254,0,0,0,0,0,0,39,32,
1536069259,0,0,0,0,0,0,39,25,
1536069259,0,0,0,0,0,0,39,25,
1536069266,0,0,0,0,0,0,39,32,
1536069266,0,0,0,0,0,0,39,32,
1536069271,0,0,0,0,0,0,39,33,
1536069277,0,0,0,0,0,0,39,34,
1536069277,0,0,0,0,0,0,39,34,
1536069277,0,0,0,0,0,0,39,33,
1536069277,0,0,0,0,0,0,39,33,
1536069282,0,0,0,0,0,0,39,32,
1536069287,0,0,0,0,0,0,39,32,
1536069287,0,0,0,0,0,0,39,32,
1536069293,0,0,0,0,0,0,39,25,
1536069293,0,0,0,0,0,0,39,25,
1536069298,0,0,0,0,0,0,39,32,
1536069304,0,0,0,0,0,0,39,32,
1536069304,0,0,0,0,0,0,39,32,
1536069309,0,0,0,0,0,0,39,32,
1536069309,0,0,0,0,0,0,39,32,
1536069315,0,0,0,0,0,0,39,25,
1536069320,0,0,0,0,0,0,39,34,
1536069320,0,0,0,0,0,0,39,34,
1536069326,0,0,0,0,0,0,39,25,
1536069326,0,0,0,0,0,0,39,25,
1536069331,0,0,0,0,0,0,39,32,
1536069331,0,0,0,0,0,0,39,34,
1536069331,0,0,0,0,0,0,39,34,
1536069337,0,0,0,0,0,0,39,32,
1536069337,0,0,0,0,0,0,39,32,
1536069342,0,0,0,0,0,0,39,32,
1536069348,0,0,0,0,0,0,39,32,
1536069348,0,0,0,0,0,0,39,32,
1536069353,0,0,0,0,0,0,39,33,
1536069353,0,0,0,0,0,0,39,33,
1536069359,0,0,0,0,0,0,39,34,
1536069364,0,0,0,0,0,0,39,34,
1536069364,0,0,0,0,0,0,39,34,
1536069369,0,0,0,0,0,0,39,25,
1536069369,0,0,0,0,0,0,39,25,
1536069375,0,0,0,0,0,0,39,32,
1536069380,0,0,0,0,0,0,39,33,
1536069380,0,0,0,0,0,0,39,33,
1536069386,0,0,0,0,0,0,39,34,
1536069386,0,0,0,0,0,0,39,34,
1536069391,0,0,0,0,0,0,39,25,
1536069391,0,0,0,0,0,0,39,33,
1536069391,0,0,0,0,0,0,39,33,
1536069397,0,0,0,0,0,0,39,34,
1536069397,0,0,0,0,0,0,39,34,
1536069402,0,0,0,0,0,0,39,25,
1536069408,0,0,0,0,0,0,39,25,
1536069408,0,0,0,0,0,0,39,25,
1536069413,0,0,0,0,0,0,39,32,
1536069413,0,0,0,0,0,0,39,32,
1536069419,0,0,0,0,0,0,39,32,
1536069424,0,0,0,0,0,0,39,34,
1536069424,0,0,0,0,0,0,39,34,
1536069430,0,0,0,0,0,0,39,25,
1536069430,0,0,0,0,0,0,39,25,
1536069435,0,0,0,0,0,0,39,34,
1536069440,0,0,0,0,0,0,39,25,
1536069440,0,0,0,0,0,0,39,25,
1536069445,0,0,0,0,0,0,39,34,
1536069445,0,0,0,0,0,0,39,34,
1536069451,0,0,0,0,0,0,39,34,
1536069451,0,0,0,0,0,0,39,34,
1536069451,0,0,0,0,0,0,39,34,
1536069456,0,0,0,0,0,0,39,33,
1536069456,0,0,0,0,0,0,39,33,
1536069461,0,0,0,0,0,0,39,32,
1536069467,0,0,0,0,0,0,39,34,
1536069467,0,0,0,0,0,0,39,34,
1536069472,0,0,0,0,0,0,39,33,
1536069472,0,0,0,0,0,0,39,33,
1536069478,0,0,0,0,0,0,39,25,
1536069483,0,0,0,0,0,0,39,33,
1536069483,0,0,0,0,0,0,39,33,
1536069489,0,0,0,0,0,0,39,25,
1536069489,0,0,0,0,0,0,39,25,
1536069494,0,0,0,0,0,0,39,32,
1536069500,0,0,0,0,0,0,39,33,
1536069500,0,0,0,0,0,0,39,33,
1536069505,0,0,0,0,0,0,39,32,
1536069505,0,0,0,0,0,0,39,32,
1536069505,0,0,0,0,0,0,39,32,
1536069511,0,0,0,0,0,0,39,33,
1536069511,0,0,0,0,0,0,39,33,
1536069516,0,0,0,0,0,0,39,34,
1536069516,0,0,0,0,0,0,39,34,
1536069522,0,0,0,0,0,0,39,34,
1536069527,0,0,0,0,0,0,39,32,
1536069527,0,0,0,0,0,0,39,32,
1536069533,0,0,0,0,0,0,39,34,
1536069533,0,0,0,0,0,0,39,34,
1536069538,0,0,0,0,0,0,39,33,
1536069543,0,0,0,0,0,0,39,34,
1536069543,0,0,0,0,0,0,39,34,
1536069549,0,0,0,0,0,0,39,34,
1536069549,0,0,0,0,0,0,39,34,
1536069554,0,0,0,0,0,0,39,34,
1536069560,0,0,0,0,0,0,39,34,
1536069560,0,0,0,0,0,0,39,34,
1536069565,0,0,0,0,0,0,39,32,
1536069565,0,0,0,0,0,0,39,32,
1536069565,0,0,0,0,0,0,39,25,
1536069571,0,0,0,0,0,0,39,32,
1536069571,0,0,0,0,0,0,39,32,
1536069576,0,0,0,0,0,0,39,34,
1536069576,0,0,0,0,0,0,39,34,
1536069582,0,0,0,0,0,0,39,34,
1536069587,0,0,0,0,0,0,39,33,
1536069587,0,0,0,0,0,0,39,33,
1536069593,0,0,0,0,0,0,39,34,
